2022-01-12T04:04:51.852796300Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.OuterMeasurablePlaceable.placeOuterWrapper-f8xVGno(OuterMeasurablePlaceable.kt:170)

2022-01-12T04:04:51.854796800Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.OuterMeasurablePlaceable.access$placeOuterWrapper-f8xVGno(OuterMeasurablePlaceable.kt:28)

2022-01-12T04:04:51.855793900Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.OuterMeasurablePlaceable$placeAt$1.invoke(OuterMeasurablePlaceable.kt:158)

2022-01-12T04:04:51.857795Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.OuterMeasurablePlaceable$placeAt$1.invoke(OuterMeasurablePlaceable.kt:157)

2022-01-12T04:04:51.857795Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.snapshots.SnapshotStateObserver.observeReads(SnapshotStateObserver.kt:126)

2022-01-12T04:04:51.858795500Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.OwnerSnapshotObserver.observeReads$ui(OwnerSnapshotObserver.kt:88)

2022-01-12T04:04:51.859795700Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.OwnerSnapshotObserver.observeLayoutModifierSnapshotReads$ui(OwnerSnapshotObserver.kt:69)

2022-01-12T04:04:51.861796600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.OuterMeasurablePlaceable.placeAt-f8xVGno(OuterMeasurablePlaceable.kt:157)

2022-01-12T04:04:51.861796600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.Placeable.access$placeAt-f8xVGno(Placeable.kt:31)

2022-01-12T04:04:51.862794Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.Placeable$PlacementScope.place-70tqf50(Placeable.kt:370)

2022-01-12T04:04:51.863793800Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.Placeable$PlacementScope.place-70tqf50$default(Placeable.kt:203)

2022-01-12T04:04:51.865795200Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.foundation.layout.BoxKt.placeInBox(Box.kt:186)

2022-01-12T04:04:51.867796Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.foundation.layout.BoxKt.access$placeInBox(Box.kt:1)

2022-01-12T04:04:51.870794400Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.foundation.layout.BoxKt$boxMeasurePolicy$1$measure$2.invoke(Box.kt:126)

2022-01-12T04:04:51.875795300Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.foundation.layout.BoxKt$boxMeasurePolicy$1$measure$2.invoke(Box.kt:125)

2022-01-12T04:04:51.877795900Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.MeasureScope$layout$1.placeChildren(MeasureScope.kt:68)

2022-01-12T04:04:51.878794200Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.LayoutNode$layoutChildren$1.invoke(LayoutNode.kt:958)

2022-01-12T04:04:51.880796600Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.LayoutNode$layoutChildren$1.invoke(LayoutNode.kt:943)

2022-01-12T04:04:51.882795800Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.runtime.snapshots.SnapshotStateObserver.observeReads(SnapshotStateObserver.kt:126)

2022-01-12T04:04:51.883794Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.OwnerSnapshotObserver.observeReads$ui(OwnerSnapshotObserver.kt:88)

2022-01-12T04:04:51.883794Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.OwnerSnapshotObserver.observeLayoutSnapshotReads$ui(OwnerSnapshotObserver.kt:62)

2022-01-12T04:04:51.884796Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.LayoutNode.layoutChildren$ui(LayoutNode.kt:943)

2022-01-12T04:04:51.884796Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.LayoutNode.onNodePlaced$ui(LayoutNode.kt:929)

2022-01-12T04:04:51.885794400Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.node.InnerPlaceable.placeAt-f8xVGno(InnerPlaceable.kt:130)

2022-01-12T04:04:51.886794100Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.Placeable.access$placeAt-f8xVGno(Placeable.kt:31)

2022-01-12T04:04:51.887795300Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.Placeable$PlacementScope.place-70tqf50(Placeable.kt:370)

2022-01-12T04:04:51.887795300Z W/UiUtilsKt.isJCEFEnabled/ 	at androidx.compose.ui.layout.Placeable$PlacementScope.place-70tqf50$default(Placeable.kt:203)

